Time,Sun_x,Sun_y,Sun_z,Mercury_x,Mercury_y,Mercury_z,Venus_x,Venus_y,Venus_z,Earth_x,Earth_y,Earth_z,Mars_x,Mars_y,Mars_z,Jupiter_x,Jupiter_y,Jupiter_z,Saturn_x,Saturn_y,Saturn_z,Uranus_x,Uranus_y,Uranus_z,Neptune_x,Neptune_y,Neptune_z
97718400,-5.365915E+10,-5.356290E+10,0.000000E+00,-1.282033E+13,-1.285403E+13,0.000000E+00,-8.567094E+12,-1.147184E+13,0.000000E+00,-7.204220E+12,-9.684472E+12,0.000000E+00,-5.561401E+12,-7.668044E+12,0.000000E+00,-7.868759E+11,-7.431137E+11,0.000000E+00,1.098696E+12,6.135617E+11,0.000000E+00,2.767866E+12,5.554335E+11,0.000000E+00,4.448037E+12,4.757714E+11,0.000000E+00
97804800,-5.375549E+10,-5.365915E+10,0.000000E+00,-1.283183E+13,-1.286558E+13,0.000000E+00,-8.575019E+12,-1.148247E+13,0.000000E+00,-7.211066E+12,-9.693712E+12,0.000000E+00,-5.567032E+12,-7.675874E+12,0.000000E+00,-7.898951E+11,-7.471574E+11,0.000000E+00,1.098088E+12,6.137920E+11,0.000000E+00,2.767670E+12,5.558262E+11,0.000000E+00,4.447939E+12,4.761428E+11,0.000000E+00
97891200,-5.385191E+10,-5.375549E+10,0.000000E+00,-1.284333E+13,-1.287713E+13,0.000000E+00,-8.582944E+12,-1.149310E+13,0.000000E+00,-7.217912E+12,-9.702951E+12,0.000000E+00,-5.572663E+12,-7.683704E+12,0.000000E+00,-7.929143E+11,-7.512012E+11,0.000000E+00,1.097480E+12,6.140217E+11,0.000000E+00,2.767475E+12,5.562188E+11,0.000000E+00,4.447841E+12,4.765141E+11,0.000000E+00
97977600,-5.394842E+10,-5.385191E+10,0.000000E+00,-1.285483E+13,-1.288867E+13,0.000000E+00,-8.590869E+12,-1.150374E+13,0.000000E+00,-7.224758E+12,-9.712190E+12,0.000000E+00,-5.578293E+12,-7.691534E+12,0.000000E+00,-7.959337E+11,-7.552450E+11,0.000000E+00,1.096872E+12,6.142509E+11,0.000000E+00,2.767278E+12,5.566113E+11,0.000000E+00,4.447743E+12,4.768852E+11,0.000000E+00
98064000,-5.404501E+10,-5.394842E+10,0.000000E+00,-1.286633E+13,-1.290022E+13,0.000000E+00,-8.598794E+12,-1.151437E+13,0.000000E+00,-7.231604E+12,-9.721430E+12,0.000000E+00,-5.583924E+12,-7.699364E+12,0.000000E+00,-7.989531E+11,-7.592890E+11,0.000000E+00,1.096262E+12,6.144794E+11,0.000000E+00,2.767082E+12,5.570035E+11,0.000000E+00,4.447645E+12,4.772563E+11,0.000000E+00
98150400,-5.414170E+10,-5.404501E+10,0.000000E+00,-1.287783E+13,-1.291177E+13,0.000000E+00,-8.606720E+12,-1.152501E+13,0.000000E+00,-7.238450E+12,-9.730669E+12,0.000000E+00,-5.589555E+12,-7.707194E+12,0.000000E+00,-8.019726E+11,-7.633330E+11,0.000000E+00,1.095653E+12,6.147073E+11,0.000000E+00,2.766886E+12,5.573956E+11,0.000000E+00,4.447547E+12,4.776273E+11,0.000000E+00
98236800,-5.423846E+10,-5.414170E+10,0.000000E+00,-1.288933E+13,-1.292332E+13,0.000000E+00,-8.614645E+12,-1.153564E+13,0.000000E+00,-7.245297E+12,-9.739909E+12,0.000000E+00,-5.595186E+12,-7.715024E+12,0.000000E+00,-8.049922E+11,-7.673772E+11,0.000000E+00,1.095042E+12,6.149346E+11,0.000000E+00,2.766689E+12,5.577875E+11,0.000000E+00,4.447449E+12,4.779982E+11,0.000000E+00
98323200,-5.433532E+10,-5.423846E+10,0.000000E+00,-1.290083E+13,-1.293487E+13,0.000000E+00,-8.622570E+12,-1.154628E+13,0.000000E+00,-7.252143E+12,-9.749149E+12,0.000000E+00,-5.600817E+12,-7.722855E+12,0.000000E+00,-8.080119E+11,-7.714214E+11,0.000000E+00,1.094431E+12,6.151613E+11,0.000000E+00,2.766492E+12,5.581793E+11,0.000000E+00,4.447350E+12,4.783691E+11,0.000000E+00
98409600,-5.443226E+10,-5.433532E+10,0.000000E+00,-1.291233E+13,-1.294642E+13,0.000000E+00,-8.630496E+12,-1.155691E+13,0.000000E+00,-7.258989E+12,-9.758388E+12,0.000000E+00,-5.606448E+12,-7.730685E+12,0.000000E+00,-8.110316E+11,-7.754657E+11,0.000000E+00,1.093820E+12,6.153875E+11,0.000000E+00,2.766295E+12,5.585708E+11,0.000000E+00,4.447252E+12,4.787398E+11,0.000000E+00
98496000,-5.452929E+10,-5.443226E+10,0.000000E+00,-1.292383E+13,-1.295797E+13,0.000000E+00,-8.638421E+12,-1.156755E+13,0.000000E+00,-7.265836E+12,-9.767628E+12,0.000000E+00,-5.612079E+12,-7.738516E+12,0.000000E+00,-8.140515E+11,-7.795100E+11,0.000000E+00,1.093207E+12,6.156130E+11,0.000000E+00,2.766098E+12,5.589622E+11,0.000000E+00,4.447153E+12,4.791105E+11,0.000000E+00
98582400,-5.462640E+10,-5.452929E+10,0.000000E+00,-1.293533E+13,-1.296952E+13,0.000000E+00,-8.646347E+12,-1.157818E+13,0.000000E+00,-7.272682E+12,-9.776868E+12,0.000000E+00,-5.617710E+12,-7.746346E+12,0.000000E+00,-8.170714E+11,-7.835545E+11,0.000000E+00,1.092595E+12,6.158379E+11,0.000000E+00,2.765901E+12,5.593534E+11,0.000000E+00,4.447054E+12,4.794810E+11,0.000000E+00
98668800,-5.472360E+10,-5.462640E+10,0.000000E+00,-1.294683E+13,-1.298107E+13,0.000000E+00,-8.654273E+12,-1.158882E+13,0.000000E+00,-7.279529E+12,-9.786108E+12,0.000000E+00,-5.623342E+12,-7.754177E+12,0.000000E+00,-8.200914E+11,-7.875991E+11,0.000000E+00,1.091981E+12,6.160622E+11,0.000000E+00,2.765703E+12,5.597445E+11,0.000000E+00,4.446956E+12,4.798515E+11,0.000000E+00
98755200,-5.482089E+10,-5.472360E+10,0.000000E+00,-1.295832E+13,-1.299261E+13,0.000000E+00,-8.662198E+12,-1.159945E+13,0.000000E+00,-7.286376E+12,-9.795348E+12,0.000000E+00,-5.628973E+12,-7.762008E+12,0.000000E+00,-8.231115E+11,-7.916437E+11,0.000000E+00,1.091367E+12,6.162858E+11,0.000000E+00,2.765505E+12,5.601353E+11,0.000000E+00,4.446857E+12,4.802219E+11,0.000000E+00
98841600,-5.491826E+10,-5.482089E+10,0.000000E+00,-1.296982E+13,-1.300416E+13,0.000000E+00,-8.670124E+12,-1.161009E+13,0.000000E+00,-7.293223E+12,-9.804589E+12,0.000000E+00,-5.634605E+12,-7.769839E+12,0.000000E+00,-8.261317E+11,-7.956884E+11,0.000000E+00,1.090752E+12,6.165089E+11,0.000000E+00,2.765308E+12,5.605260E+11,0.000000E+00,4.446758E+12,4.805922E+11,0.000000E+00
98928000,-5.501572E+10,-5.491826E+10,0.000000E+00,-1.298132E+13,-1.301571E+13,0.000000E+00,-8.678050E+12,-1.162073E+13,0.000000E+00,-7.300070E+12,-9.813829E+12,0.000000E+00,-5.640236E+12,-7.777670E+12,0.000000E+00,-8.291520E+11,-7.997333E+11,0.000000E+00,1.090137E+12,6.167314E+11,0.000000E+00,2.765110E+12,5.609166E+11,0.000000E+00,4.446659E+12,4.809624E+11,0.000000E+00
99014400,-5.511326E+10,-5.501572E+10,0.000000E+00,-1.299282E+13,-1.302726E+13,0.000000E+00,-8.685976E+12,-1.163136E+13,0.000000E+00,-7.306917E+12,-9.823069E+12,0.000000E+00,-5.645868E+12,-7.785501E+12,0.000000E+00,-8.321724E+11,-8.037782E+11,0.000000E+00,1.089521E+12,6.169533E+11,0.000000E+00,2.764911E+12,5.613069E+11,0.000000E+00,4.446560E+12,4.813326E+11,0.000000E+00
99100800,-5.521090E+10,-5.511326E+10,0.000000E+00,-1.300432E+13,-1.303881E+13,0.000000E+00,-8.693903E+12,-1.164200E+13,0.000000E+00,-7.313764E+12,-9.832310E+12,0.000000E+00,-5.651500E+12,-7.793332E+12,0.000000E+00,-8.351929E+11,-8.078232E+11,0.000000E+00,1.088905E+12,6.171746E+11,0.000000E+00,2.764713E+12,5.616971E+11,0.000000E+00,4.446461E+12,4.817026E+11,0.000000E+00
99187200,-5.530861E+10,-5.521090E+10,0.000000E+00,-1.301582E+13,-1.305036E+13,0.000000E+00,-8.701829E+12,-1.165263E+13,0.000000E+00,-7.320611E+12,-9.841550E+12,0.000000E+00,-5.657132E+12,-7.801163E+12,0.000000E+00,-8.382134E+11,-8.118682E+11,0.000000E+00,1.088288E+12,6.173952E+11,0.000000E+00,2.764514E+12,5.620871E+11,0.000000E+00,4.446361E+12,4.820726E+11,0.000000E+00
99273600,-5.540642E+10,-5.530861E+10,0.000000E+00,-1.302732E+13,-1.306191E+13,0.000000E+00,-8.709755E+12,-1.166327E+13,0.000000E+00,-7.327458E+12,-9.850791E+12,0.000000E+00,-5.662764E+12,-7.808994E+12,0.000000E+00,-8.412340E+11,-8.159134E+11,0.000000E+00,1.087670E+12,6.176153E+11,0.000000E+00,2.764316E+12,5.624770E+11,0.000000E+00,4.446262E+12,4.824425E+11,0.000000E+00
99360000,-5.550431E+10,-5.540642E+10,0.000000E+00,-1.303882E+13,-1.307346E+13,0.000000E+00,-8.717682E+12,-1.167390E+13,0.000000E+00,-7.334306E+12,-9.860032E+12,0.000000E+00,-5.668396E+12,-7.816826E+12,0.000000E+00,-8.442548E+11,-8.199586E+11,0.000000E+00,1.087052E+12,6.178347E+11,0.000000E+00,2.764117E+12,5.628666E+11,0.000000E+00,4.446163E+12,4.828123E+11,0.000000E+00
99446400,-5.560229E+10,-5.550431E+10,0.000000E+00,-1.305032E+13,-1.308500E+13,0.000000E+00,-8.725608E+12,-1.168454E+13,0.000000E+00,-7.341153E+12,-9.869273E+12,0.000000E+00,-5.674028E+12,-7.824657E+12,0.000000E+00,-8.472756E+11,-8.240040E+11,0.000000E+00,1.086433E+12,6.180536E+11,0.000000E+00,2.763918E+12,5.632561E+11,0.000000E+00,4.446063E+12,4.831820E+11,0.000000E+00
99532800,-5.570035E+10,-5.560229E+10,0.000000E+00,-1.306182E+13,-1.309655E+13,0.000000E+00,-8.733535E+12,-1.169518E+13,0.000000E+00,-7.348001E+12,-9.878513E+12,0.000000E+00,-5.679660E+12,-7.832489E+12,0.000000E+00,-8.502964E+11,-8.280494E+11,0.000000E+00,1.085813E+12,6.182718E+11,0.000000E+00,2.763719E+12,5.636454E+11,0.000000E+00,4.445963E+12,4.835516E+11,0.000000E+00
99619200,-5.579850E+10,-5.570035E+10,0.000000E+00,-1.307332E+13,-1.310810E+13,0.000000E+00,-8.741461E+12,-1.170581E+13,0.000000E+00,-7.354848E+12,-9.887754E+12,0.000000E+00,-5.685293E+12,-7.840320E+12,0.000000E+00,-8.533174E+11,-8.320949E+11,0.000000E+00,1.085193E+12,6.184895E+11,0.000000E+00,2.763519E+12,5.640346E+11,0.000000E+00,4.445864E+12,4.839211E+11,0.000000E+00
99705600,-5.589674E+10,-5.579850E+10,0.000000E+00,-1.308482E+13,-1.311965E+13,0.000000E+00,-8.749388E+12,-1.171645E+13,0.000000E+00,-7.361696E+12,-9.896995E+12,0.000000E+00,-5.690925E+12,-7.848152E+12,0.000000E+00,-8.563385E+11,-8.361405E+11,0.000000E+00,1.084573E+12,6.187065E+11,0.000000E+00,2.763320E+12,5.644236E+11,0.000000E+00,4.445764E+12,4.842906E+11,0.000000E+00
99792000,-5.599506E+10,-5.589674E+10,0.000000E+00,-1.309632E+13,-1.313120E+13,0.000000E+00,-8.757315E+12,-1.172709E+13,0.000000E+00,-7.368544E+12,-9.906237E+12,0.000000E+00,-5.696558E+12,-7.855984E+12,0.000000E+00,-8.593596E+11,-8.401862E+11,0.000000E+00,1.083951E+12,6.189229E+11,0.000000E+00,2.763120E+12,5.648124E+11,0.000000E+00,4.445664E+12,4.846599E+11,0.000000E+00
99878400,-5.609347E+10,-5.599506E+10,0.000000E+00,-1.310782E+13,-1.314275E+13,0.000000E+00,-8.765242E+12,-1.173772E+13,0.000000E+00,-7.375392E+12,-9.915478E+12,0.000000E+00,-5.702190E+12,-7.863816E+12,0.000000E+00,-8.623809E+11,-8.442319E+11,0.000000E+00,1.083329E+12,6.191388E+11,0.000000E+00,2.762920E+12,5.652010E+11,0.000000E+00,4.445564E+12,4.850292E+11,0.000000E+00
99964800,-5.619197E+10,-5.609347E+10,0.000000E+00,-1.311932E+13,-1.315430E+13,0.000000E+00,-8.773169E+12,-1.174836E+13,0.000000E+00,-7.382240E+12,-9.924719E+12,0.000000E+00,-5.707823E+12,-7.871648E+12,0.000000E+00,-8.654022E+11,-8.482778E+11,0.000000E+00,1.082707E+12,6.193540E+11,0.000000E+00,2.762720E+12,5.655894E+11,0.000000E+00,4.445464E+12,4.853984E+11,0.000000E+00
100051200,-5.629055E+10,-5.619197E+10,0.000000E+00,-1.313082E+13,-1.316585E+13,0.000000E+00,-8.781096E+12,-1.175900E+13,0.000000E+00,-7.389088E+12,-9.933961E+12,0.000000E+00,-5.713456E+12,-7.879480E+12,0.000000E+00,-8.684236E+11,-8.523237E+11,0.000000E+00,1.082084E+12,6.195686E+11,0.000000E+00,2.762519E+12,5.659777E+11,0.000000E+00,4.445364E+12,4.857675E+11,0.000000E+00
100137600,-5.638922E+10,-5.629055E+10,0.000000E+00,-1.314232E+13,-1.317740E+13,0.000000E+00,-8.789023E+12,-1.176963E+13,0.000000E+00,-7.395936E+12,-9.943202E+12,0.000000E+00,-5.719089E+12,-7.887312E+12,0.000000E+00,-8.714451E+11,-8.563698E+11,0.000000E+00,1.081460E+12,6.197826E+11,0.000000E+00,2.762319E+12,5.663658E+11,0.000000E+00,4.445264E+12,4.861365E+11,0.000000E+00
100224000,-5.648797E+10,-5.638922E+10,0.000000E+00,-1.315382E+13,-1.318894E+13,0.000000E+00,-8.796951E+12,-1.178027E+13,0.000000E+00,-7.402784E+12,-9.952444E+12,0.000000E+00,-5.724721E+12,-7.895144E+12,0.000000E+00,-8.744667E+11,-8.604159E+11,0.000000E+00,1.080836E+12,6.199960E+11,0.000000E+00,2.762118E+12,5.667538E+11,0.000000E+00,4.445163E+12,4.865054E+11,0.000000E+00
100310400,-5.658682E+10,-5.648797E+10,0.000000E+00,-1.316532E+13,-1.320049E+13,0.000000E+00,-8.804878E+12,-1.179091E+13,0.000000E+00,-7.409632E+12,-9.961686E+12,0.000000E+00,-5.730354E+12,-7.902976E+12,0.000000E+00,-8.774883E+11,-8.644621E+11,0.000000E+00,1.080211E+12,6.202088E+11,0.000000E+00,2.761918E+12,5.671415E+11,0.000000E+00,4.445063E+12,4.868743E+11,0.000000E+00
100396800,-5.668574E+10,-5.658682E+10,0.000000E+00,-1.317682E+13,-1.321204E+13,0.000000E+00,-8.812805E+12,-1.180154E+13,0.000000E+00,-7.416481E+12,-9.970927E+12,0.000000E+00,-5.735988E+12,-7.910809E+12,0.000000E+00,-8.805101E+11,-8.685084E+11,0.000000E+00,1.079585E+12,6.204210E+11,0.000000E+00,2.761717E+12,5.675291E+11,0.000000E+00,4.444962E+12,4.872430E+11,0.000000E+00
100483200,-5.678476E+10,-5.668574E+10,0.000000E+00,-1.318832E+13,-1.322359E+13,0.000000E+00,-8.820733E+12,-1.181218E+13,0.000000E+00,-7.423329E+12,-9.980169E+12,0.000000E+00,-5.741621E+12,-7.918641E+12,0.000000E+00,-8.835319E+11,-8.725547E+11,0.000000E+00,1.078959E+12,6.206326E+11,0.000000E+00,2.761515E+12,5.679165E+11,0.000000E+00,4.444862E+12,4.876117E+11,0.000000E+00
100569600,-5.688386E+10,-5.678476E+10,0.000000E+00,-1.319982E+13,-1.323514E+13,0.000000E+00,-8.828661E+12,-1.182282E+13,0.000000E+00,-7.430178E+12,-9.989411E+12,0.000000E+00,-5.747254E+12,-7.926474E+12,0.000000E+00,-8.865539E+11,-8.766012E+11,0.000000E+00,1.078332E+12,6.208436E+11,0.000000E+00,2.761314E+12,5.683038E+11,0.000000E+00,4.444761E+12,4.879803E+11,0.000000E+00
100656000,-5.698305E+10,-5.688386E+10,0.000000E+00,-1.321132E+13,-1.324669E+13,0.000000E+00,-8.836588E+12,-1.183346E+13,0.000000E+00,-7.437027E+12,-9.998653E+12,0.000000E+00,-5.752887E+12,-7.934307E+12,0.000000E+00,-8.895759E+11,-8.806477E+11,0.000000E+00,1.077705E+12,6.210540E+11,0.000000E+00,2.761113E+12,5.686908E+11,0.000000E+00,4.444660E+12,4.883488E+11,0.000000E+00
100742400,-5.708232E+10,-5.698305E+10,0.000000E+00,-1.322282E+13,-1.325824E+13,0.000000E+00,-8.844516E+12,-1.184409E+13,0.000000E+00,-7.443875E+12,-1.000790E+13,0.000000E+00,-5.758521E+12,-7.942139E+12,0.000000E+00,-8.925980E+11,-8.846944E+11,0.000000E+00,1.077077E+12,6.212638E+11,0.000000E+00,2.760911E+12,5.690777E+11,0.000000E+00,4.444560E+12,4.887172E+11,0.000000E+00
100828800,-5.718168E+10,-5.708232E+10,0.000000E+00,-1.323432E+13,-1.326979E+13,0.000000E+00,-8.852444E+12,-1.185473E+13,0.000000E+00,-7.450724E+12,-1.001714E+13,0.000000E+00,-5.764154E+12,-7.949972E+12,0.000000E+00,-8.956202E+11,-8.887411E+11,0.000000E+00,1.076449E+12,6.214730E+11,0.000000E+00,2.760709E+12,5.694645E+11,0.000000E+00,4.444459E+12,4.890855E+11,0.000000E+00
100915200,-5.728113E+10,-5.718168E+10,0.000000E+00,-1.324582E+13,-1.328133E+13,0.000000E+00,-8.860372E+12,-1.186537E+13,0.000000E+00,-7.457573E+12,-1.002638E+13,0.000000E+00,-5.769788E+12,-7.957805E+12,0.000000E+00,-8.986424E+11,-8.927879E+11,0.000000E+00,1.075819E+12,6.216815E+11,0.000000E+00,2.760507E+12,5.698510E+11,0.000000E+00,4.444358E+12,4.894538E+11,0.000000E+00
101001600,-5.738066E+10,-5.728113E+10,0.000000E+00,-1.325732E+13,-1.329288E+13,0.000000E+00,-8.868300E+12,-1.187601E+13,0.000000E+00,-7.464422E+12,-1.003562E+13,0.000000E+00,-5.775422E+12,-7.965638E+12,0.000000E+00,-9.016648E+11,-8.968348E+11,0.000000E+00,1.075190E+12,6.218895E+11,0.000000E+00,2.760305E+12,5.702374E+11,0.000000E+00,4.444257E+12,4.898219E+11,0.000000E+00
101088000,-5.748028E+10,-5.738066E+10,0.000000E+00,-1.326882E+13,-1.330443E+13,0.000000E+00,-8.876228E+12,-1.188664E+13,0.000000E+00,-7.471271E+12,-1.004486E+13,0.000000E+00,-5.781056E+12,-7.973471E+12,0.000000E+00,-9.046872E+11,-9.008817E+11,0.000000E+00,1.074559E+12,6.220968E+11,0.000000E+00,2.760103E+12,5.706236E+11,0.000000E+00,4.444155E+12,4.901900E+11,0.000000E+00
101174400,-5.757998E+10,-5.748028E+10,0.000000E+00,-1.328032E+13,-1.331598E+13,0.000000E+00,-8.884156E+12,-1.189728E+13,0.000000E+00,-7.478120E+12,-1.005411E+13,0.000000E+00,-5.786689E+12,-7.981305E+12,0.000000E+00,-9.077098E+11,-9.049288E+11,0.000000E+00,1.073928E+12,6.223036E+11,0.000000E+00,2.759900E+12,5.710097E+11,0.000000E+00,4.444054E+12,4.905579E+11,0.000000E+00
101260800,-5.767978E+10,-5.757998E+10,0.000000E+00,-1.329182E+13,-1.332753E+13,0.000000E+00,-8.892085E+12,-1.190792E+13,0.000000E+00,-7.484970E+12,-1.006335E+13,0.000000E+00,-5.792323E+12,-7.989138E+12,0.000000E+00,-9.107324E+11,-9.089760E+11,0.000000E+00,1.073297E+12,6.225098E+11,0.000000E+00,2.759697E+12,5.713955E+11,0.000000E+00,4.443953E+12,4.909258E+11,0.000000E+00
101347200,-5.777965E+10,-5.767978E+10,0.000000E+00,-1.330332E+13,-1.333908E+13,0.000000E+00,-8.900013E+12,-1.191856E+13,0.000000E+00,-7.491819E+12,-1.007259E+13,0.000000E+00,-5.797957E+12,-7.996971E+12,0.000000E+00,-9.137551E+11,-9.130232E+11,0.000000E+00,1.072664E+12,6.227153E+11,0.000000E+00,2.759495E+12,5.717812E+11,0.000000E+00,4.443851E+12,4.912936E+11,0.000000E+00
101433600,-5.787962E+10,-5.777965E+10,0.000000E+00,-1.331481E+13,-1.335063E+13,0.000000E+00,-8.907942E+12,-1.192919E+13,0.000000E+00,-7.498668E+12,-1.008184E+13,0.000000E+00,-5.803592E+12,-8.004805E+12,0.000000E+00,-9.167779E+11,-9.170705E+11,0.000000E+00,1.072032E+12,6.229202E+11,0.000000E+00,2.759292E+12,5.721667E+11,0.000000E+00,4.443750E+12,4.916614E+11,0.000000E+00
101520000,-5.797967E+10,-5.787962E+10,0.000000E+00,-1.332631E+13,-1.336218E+13,0.000000E+00,-8.915870E+12,-1.193983E+13,0.000000E+00,-7.505518E+12,-1.009108E+13,0.000000E+00,-5.809226E+12,-8.012638E+12,0.000000E+00,-9.198008E+11,-9.211179E+11,0.000000E+00,1.071398E+12,6.231246E+11,0.000000E+00,2.759088E+12,5.725521E+11,0.000000E+00,4.443648E+12,4.920290E+11,0.000000E+00
101606400,-5.807981E+10,-5.797967E+10,0.000000E+00,-1.333781E+13,-1.337373E+13,0.000000E+00,-8.923799E+12,-1.195047E+13,0.000000E+00,-7.512368E+12,-1.010032E+13,0.000000E+00,-5.814860E+12,-8.020472E+12,0.000000E+00,-9.228237E+11,-9.251654E+11,0.000000E+00,1.070764E+12,6.233283E+11,0.000000E+00,2.758885E+12,5.729372E+11,0.000000E+00,4.443547E+12,4.923965E+11,0.000000E+00
101692800,-5.818003E+10,-5.807981E+10,0.000000E+00,-1.334931E+13,-1.338527E+13,0.000000E+00,-8.931728E+12,-1.196111E+13,0.000000E+00,-7.519217E+12,-1.010956E+13,0.000000E+00,-5.820495E+12,-8.028306E+12,0.000000E+00,-9.258468E+11,-9.292130E+11,0.000000E+00,1.070130E+12,6.235314E+11,0.000000E+00,2.758681E+12,5.733222E+11,0.000000E+00,4.443445E+12,4.927640E+11,0.000000E+00
101779200,-5.828034E+10,-5.818003E+10,0.000000E+00,-1.336081E+13,-1.339682E+13,0.000000E+00,-8.939657E+12,-1.197175E+13,0.000000E+00,-7.526067E+12,-1.011881E+13,0.000000E+00,-5.826129E+12,-8.036139E+12,0.000000E+00,-9.288699E+11,-9.332607E+11,0.000000E+00,1.069494E+12,6.237340E+11,0.000000E+00,2.758478E+12,5.737071E+11,0.000000E+00,4.443343E+12,4.931314E+11,0.000000E+00
101865600,-5.838074E+10,-5.828034E+10,0.000000E+00,-1.337231E+13,-1.340837E+13,0.000000E+00,-8.947585E+12,-1.198239E+13,0.000000E+00,-7.532917E+12,-1.012805E+13,0.000000E+00,-5.831764E+12,-8.043973E+12,0.000000E+00,-9.318931E+11,-9.373084E+11,0.000000E+00,1.068859E+12,6.239359E+11,0.000000E+00,2.758274E+12,5.740917E+11,0.000000E+00,4.443241E+12,4.934987E+11,0.000000E+00
101952000,-5.848122E+10,-5.838074E+10,0.000000E+00,-1.338381E+13,-1.341992E+13,0.000000E+00,-8.955514E+12,-1.199303E+13,0.000000E+00,-7.539767E+12,-1.013729E+13,0.000000E+00,-5.837398E+12,-8.051807E+12,0.000000E+00,-9.349164E+11,-9.413563E+11,0.000000E+00,1.068222E+12,6.241372E+11,0.000000E+00,2.758070E+12,5.744762E+11,0.000000E+00,4.443139E+12,4.938659E+11,0.000000E+00
102038400,-5.858179E+10,-5.848122E+10,0.000000E+00,-1.339531E+13,-1.343147E+13,0.000000E+00,-8.963444E+12,-1.200366E+13,0.000000E+00,-7.546617E+12,-1.014654E+13,0.000000E+00,-5.843033E+12,-8.059641E+12,0.000000E+00,-9.379398E+11,-9.454042E+11,0.000000E+00,1.067585E+12,6.243379E+11,0.000000E+00,2.757865E+12,5.748605E+11,0.000000E+00,4.443037E+12,4.942330E+11,0.000000E+00
102124800,-5.868245E+10,-5.858179E+10,0.000000E+00,-1.340681E+13,-1.344302E+13,0.000000E+00,-8.971373E+12,-1.201430E+13,0.000000E+00,-7.553467E+12,-1.015578E+13,0.000000E+00,-5.848668E+12,-8.067475E+12,0.000000E+00,-9.409633E+11,-9.494522E+11,0.000000E+00,1.066948E+12,6.245380E+11,0.000000E+00,2.757661E+12,5.752446E+11,0.000000E+00,4.442935E+12,4.946000E+11,0.000000E+00
102211200,-5.878319E+10,-5.868245E+10,0.000000E+00,-1.341831E+13,-1.345457E+13,0.000000E+00,-8.979302E+12,-1.202494E+13,0.000000E+00,-7.560317E+12,-1.016502E+13,0.000000E+00,-5.854303E+12,-8.075310E+12,0.000000E+00,-9.439869E+11,-9.535003E+11,0.000000E+00,1.066309E+12,6.247375E+11,0.000000E+00,2.757456E+12,5.756286E+11,0.000000E+00,4.442832E+12,4.949669E+11,0.000000E+00
102297600,-5.888402E+10,-5.878319E+10,0.000000E+00,-1.342981E+13,-1.346612E+13,0.000000E+00,-8.987231E+12,-1.203558E+13,0.000000E+00,-7.567168E+12,-1.017427E+13,0.000000E+00,-5.859938E+12,-8.083144E+12,0.000000E+00,-9.470105E+11,-9.575485E+11,0.000000E+00,1.065670E+12,6.249364E+11,0.000000E+00,2.757252E+12,5.760124E+11,0.000000E+00,4.442730E+12,4.953338E+11,0.000000E+00
102384000,-5.898493E+10,-5.888402E+10,0.000000E+00,-1.344131E+13,-1.347766E+13,0.000000E+00,-8.995161E+12,-1.204622E+13,0.000000E+00,-7.574018E+12,-1.018351E+13,0.000000E+00,-5.865573E+12,-8.090978E+12,0.000000E+00,-9.500343E+11,-9.615967E+11,0.000000E+00,1.065031E+12,6.251347E+11,0.000000E+00,2.757047E+12,5.763960E+11,0.000000E+00,4.442627E+12,4.957006E+11,0.000000E+00
102470400,-5.908594E+10,-5.898493E+10,0.000000E+00,-1.345281E+13,-1.348921E+13,0.000000E+00,-9.003090E+12,-1.205686E+13,0.000000E+00,-7.580869E+12,-1.019276E+13,0.000000E+00,-5.871208E+12,-8.098813E+12,0.000000E+00,-9.530581E+11,-9.656451E+11,0.000000E+00,1.064391E+12,6.253324E+11,0.000000E+00,2.756842E+12,5.767794E+11,0.000000E+00,4.442525E+12,4.960672E+11,0.000000E+00
102556800,-5.918702E+10,-5.908594E+10,0.000000E+00,-1.346431E+13,-1.350076E+13,0.000000E+00,-9.011020E+12,-1.206750E+13,0.000000E+00,-7.587719E+12,-1.020200E+13,0.000000E+00,-5.876843E+12,-8.106647E+12,0.000000E+00,-9.560820E+11,-9.696936E+11,0.000000E+00,1.063750E+12,6.255294E+11,0.000000E+00,2.756636E+12,5.771627E+11,0.000000E+00,4.442422E+12,4.964338E+11,0.000000E+00
102643200,-5.928820E+10,-5.918702E+10,0.000000E+00,-1.347581E+13,-1.351231E+13,0.000000E+00,-9.018950E+12,-1.207814E+13,0.000000E+00,-7.594570E+12,-1.021124E+13,0.000000E+00,-5.882479E+12,-8.114482E+12,0.000000E+00,-9.591060E+11,-9.737421E+11,0.000000E+00,1.063109E+12,6.257259E+11,0.000000E+00,2.756431E+12,5.775458E+11,0.000000E+00,4.442320E+12,4.968003E+11,0.000000E+00
102729600,-5.938946E+10,-5.928820E+10,0.000000E+00,-1.348731E+13,-1.352386E+13,0.000000E+00,-9.026879E+12,-1.208878E+13,0.000000E+00,-7.601421E+12,-1.022049E+13,0.000000E+00,-5.888114E+12,-8.122317E+12,0.000000E+00,-9.621301E+11,-9.777907E+11,0.000000E+00,1.062467E+12,6.259218E+11,0.000000E+00,2.756225E+12,5.779287E+11,0.000000E+00,4.442217E+12,4.971668E+11,0.000000E+00
